FDID,Fire Dept Name,HQ Addr1,HQ Addr2,HQ City,County,HQ State,HQ Zip,Mail Addr1,Mail Addr2,Mail PO Box,Mail City,Mail State,Mail Zip,Website,Number Of Stations,Dept Type,Organization Type,Active Firefighters - Career,Active Firefighters - Volunteer,Active Firefighters - Paid per Call,Non-Firefighting - Civilian,Non-Firefighting - Volunteer,Station Name,Station PO Box,Station Addr1,Station Addr2,Station City,Station State,Station Zip
"13111","Monroe Township Fire/EMS","1963 Laurel Lindale RD","","New Richmond","CLERMONT                 ","OH","45157","1963 Laurel Lindale RD","","","New Richmond","OH","45157-9533","","2","Mostly Volunteer","Local (includes career, combination, and volunteer)","4","30","0","1","0","Monroe Township Fire/EMS","","2828 SR 222","","Bethel","OH","45106"
"05100","Monroe Volunteer Fire Department","18 Shelton RD","","Monroe","FAIRFIELD                ","CT","06468","","","PO Box 246","Monroe","CT","06468-0246","https://web.monroefire.com/","2","Volunteer","Local (includes career, combination, and volunteer)","0","37","0","0","60","Monroe Volunteer Fire Department Station #2","","54 Jockey Hollow RD","","Monroe","CT","06468"
"19125","Monrovia Fire Department","141 E Lemon AVE","","Monrovia","LOS ANGELES              ","CA","91016","141 E Lemon AVE","","","Monrovia","CA","91016","https://www.ci.monrovia.ca.us/","2","Mostly Career","Local (includes career, combination, and volunteer)","41","6","0","2","0","Monrovia Fire Department Station 2","","2055 S Myrtle AVE","","Monrovia","CA","91016"
"04716","Monrovia Volunteer Fire Department","345 Mount Zion RD","","Madison","MADISON                  ","AL","35757-7725","345 Mount Zion RD","","","Madison","AL","35757-7725","https://www.monroviafire.org/","2","Volunteer","Local (includes career, combination, and volunteer)","0","65","0","0","16","Station 2","","976 Pine Grove RD","","Harvest","AL","35749"
"07130","Montclair Fire Department","1 Pine ST","","Montclair","ESSEX                    ","NJ","07042","1 Pine ST","","","Montclair","NJ","07042-4735","","3","Career","Local (includes career, combination, and volunteer)","84","0","0","2","0","Station 2","","588 Valley RD","","Upper Montclair","NJ","07043-1805"
"07130","Montclair Fire Department","1 Pine ST","","Montclair","ESSEX                    ","NJ","07042","1 Pine ST","","","Montclair","NJ","07042-4735","","3","Career","Local (includes career, combination, and volunteer)","84","0","0","2","0","Station 3","","151 Harrison AVE","","Montclair","NJ","07042-2411"
"37009","Montezuma Creek Fire Department","Post Office Box 424","","Montezuma Creek","SAN JUAN                 ","UT","84534-0424","Post Office Box 424","","","Montezuma Creek","UT","84534-0424","","0","Volunteer","Local (includes career, combination, and volunteer)","0","20","0","0","0","Montezuma Creek","","51 S. Texaco Rd.","","Montezuma Creek","UT","84534"
"39095","Montezuma Fire Protection District","2405 S "B" ST","","Stockton","SAN JOAQUIN              ","CA","95206","2405 S "B" ST","","","Stockton","CA","95206","","2","Mostly Volunteer","Local (includes career, combination, and volunteer)","8","0","15","2","0","Montezuma Fire Protection District","","7432 S Lindbergh ST","","Stockton","CA","95206"
"15555","Montgomery County Fire & Rescue Service","100 Edison Park DR, 2 FL","","Gaithersburg","MONTGOMERY               ","MD","20878-3204","100 Edison Park DR, 2ND FL","","","Gaithersburg","MD","20878-3204","https://www.montgomerycountymd.gov/mcfrs/","37","Mostly Career","Local (includes career, combination, and volunteer)","1163","905","0","129","500","FS 721 (Kensington)","","12500 Veirs Mill Road","","Rockville","MD","20853"
"15555","Montgomery County Fire & Rescue Service","100 Edison Park DR, 2 FL","","Gaithersburg","MONTGOMERY               ","MD","20878-3204","100 Edison Park DR, 2ND FL","","","Gaithersburg","MD","20878-3204","https://www.montgomerycountymd.gov/mcfrs/","37","Mostly Career","Local (includes career, combination, and volunteer)","1163","905","0","129","500","FS 709 (Hyattstown)","","25801 N. Frederick Road","","Clarksburg","MD","20871"
"15555","Montgomery County Fire & Rescue Service","100 Edison Park DR, 2 FL","","Gaithersburg","MONTGOMERY               ","MD","20878-3204","100 Edison Park DR, 2ND FL","","","Gaithersburg","MD","20878-3204","https://www.montgomerycountymd.gov/mcfrs/","37","Mostly Career","Local (includes career, combination, and volunteer)","1163","905","0","129","500","FS 720 (Bethesda)","","9041 Old Georgetown Road","","Bethesda","MD","20814"
"15555","Montgomery County Fire & Rescue Service","100 Edison Park DR, 2 FL","","Gaithersburg","MONTGOMERY               ","MD","20878-3204","100 Edison Park DR, 2ND FL","","","Gaithersburg","MD","20878-3204","https://www.montgomerycountymd.gov/mcfrs/","37","Mostly Career","Local (includes career, combination, and volunteer)","1163","905","0","129","500","FS 701 (Silver Spring)","","8110 Georgia Avenue","","Silver Spring","MD","20910"
"15555","Montgomery County Fire & Rescue Service","100 Edison Park DR, 2 FL","","Gaithersburg","MONTGOMERY               ","MD","20878-3204","100 Edison Park DR, 2ND FL","","","Gaithersburg","MD","20878-3204","https://www.montgomerycountymd.gov/mcfrs/","37","Mostly Career","Local (includes career, combination, and volunteer)","1163","905","0","129","500","FS 733 (Rockville)","","11430 Falls Road","","Potomac","MD","20854"
"15555","Montgomery County Fire & Rescue Service","100 Edison Park DR, 2 FL","","Gaithersburg","MONTGOMERY               ","MD","20878-3204","100 Edison Park DR, 2ND FL","","","Gaithersburg","MD","20878-3204","https://www.montgomerycountymd.gov/mcfrs/","37","Mostly Career","Local (includes career, combination, and volunteer)","1163","905","0","129","500","FS 723 (Rockville)","","121 Rollins Avenue","","Rockville","MD","20852"
"15555","Montgomery County Fire & Rescue Service","100 Edison Park DR, 2 FL","","Gaithersburg","MONTGOMERY               ","MD","20878-3204","100 Edison Park DR, 2ND FL","","","Gaithersburg","MD","20878-3204","https://www.montgomerycountymd.gov/mcfrs/","37","Mostly Career","Local (includes career, combination, and volunteer)","1163","905","0","129","500","FS 716 (Silver Spring)","","111 University Blvd. East","","Silver Spring","MD","20901"
"15555","Montgomery County Fire & Rescue Service","100 Edison Park DR, 2 FL","","Gaithersburg","MONTGOMERY               ","MD","20878-3204","100 Edison Park DR, 2ND FL","","","Gaithersburg","MD","20878-3204","https://www.montgomerycountymd.gov/mcfrs/","37","Mostly Career","Local (includes career, combination, and volunteer)","1163","905","0","129","500","FS 719 (Silver Spring)","","1945 Seminary Road","","Silver Spring","MD","20910"
"15555","Montgomery County Fire & Rescue Service","100 Edison Park DR, 2 FL","","Gaithersburg","MONTGOMERY               ","MD","20878-3204","100 Edison Park DR, 2ND FL","","","Gaithersburg","MD","20878-3204","https://www.montgomerycountymd.gov/mcfrs/","37","Mostly Career","Local (includes career, combination, and volunteer)","1163","905","0","129","500","FS 707 (Chevy Chase)","","8001 Connecticut Avenue","","Chevy Chase","MD","20815"
"15555","Montgomery County Fire & Rescue Service","100 Edison Park DR, 2 FL","","Gaithersburg","MONTGOMERY               ","MD","20878-3204","100 Edison Park DR, 2ND FL","","","Gaithersburg","MD","20878-3204","https://www.montgomerycountymd.gov/mcfrs/","37","Mostly Career","Local (includes career, combination, and volunteer)","1163","905","0","129","500","FS 704 (Sandy Spring)","","17921 Brooke Road","","Sandy Spring","MD","20860"
"15555","Montgomery County Fire & Rescue Service","100 Edison Park DR, 2 FL","","Gaithersburg","MONTGOMERY               ","MD","20878-3204","100 Edison Park DR, 2ND FL","","","Gaithersburg","MD","20878-3204","https://www.montgomerycountymd.gov/mcfrs/","37","Mostly Career","Local (includes career, combination, and volunteer)","1163","905","0","129","500","FS 714 (Upper Montgomery)","","19801 Beallsville Road","","Beallsville","MD","20839"
"15555","Montgomery County Fire & Rescue Service","100 Edison Park DR, 2 FL","","Gaithersburg","MONTGOMERY               ","MD","20878-3204","100 Edison Park DR, 2ND FL","","","Gaithersburg","MD","20878-3204","https://www.montgomerycountymd.gov/mcfrs/","37","Mostly Career","Local (includes career, combination, and volunteer)","1163","905","0","129","500","FS 724 (Hillandale)","","13216 New Hampshire Avenue","","Silver Spring","MD","20904"
"15555","Montgomery County Fire & Rescue Service","100 Edison Park DR, 2 FL","","Gaithersburg","MONTGOMERY               ","MD","20878-3204","100 Edison Park DR, 2ND FL","","","Gaithersburg","MD","20878-3204","https://www.montgomerycountymd.gov/mcfrs/","37","Mostly Career","Local (includes career, combination, and volunteer)","1163","905","0","129","500","FS 735 (Clarksburg)","","22610 Gateway Center Drive","","Clarksburg","MD","20871"
"15555","Montgomery County Fire & Rescue Service","100 Edison Park DR, 2 FL","","Gaithersburg","MONTGOMERY               ","MD","20878-3204","100 Edison Park DR, 2ND FL","","","Gaithersburg","MD","20878-3204","https://www.montgomerycountymd.gov/mcfrs/","37","Mostly Career","Local (includes career, combination, and volunteer)","1163","905","0","129","500","FS 705 (Kensington)","","10620 Connecticut Avenue","","Kensington","MD","20895"
"15555","Montgomery County Fire & Rescue Service","100 Edison Park DR, 2 FL","","Gaithersburg","MONTGOMERY               ","MD","20878-3204","100 Edison Park DR, 2ND FL","","","Gaithersburg","MD","20878-3204","https://www.montgomerycountymd.gov/mcfrs/","37","Mostly Career","Local (includes career, combination, and volunteer)","1163","905","0","129","500","FS 734 (Germantown/Milestone)","","20633 Boland Farm Road","","Germantown","MD","20876"
"15555","Montgomery County Fire & Rescue Service","100 Edison Park DR, 2 FL","","Gaithersburg","MONTGOMERY               ","MD","20878-3204","100 Edison Park DR, 2ND FL","","","Gaithersburg","MD","20878-3204","https://www.montgomerycountymd.gov/mcfrs/","37","Mostly Career","Local (includes career, combination, and volunteer)","1163","905","0","129","500","FS 726 (Bethesda)","","6700 Democracy Blvd.","","Bethesda","MD","20817"
"15555","Montgomery County Fire & Rescue Service","100 Edison Park DR, 2 FL","","Gaithersburg","MONTGOMERY               ","MD","20878-3204","100 Edison Park DR, 2ND FL","","","Gaithersburg","MD","20878-3204","https://www.montgomerycountymd.gov/mcfrs/","37","Mostly Career","Local (includes career, combination, and volunteer)","1163","905","0","129","500","FS 708 (Gaithersburg-Washington Grove)","","801 Russell Avenue","","Gaithersburg","MD","20879"
"15555","Montgomery County Fire & Rescue Service","100 Edison Park DR, 2 FL","","Gaithersburg","MONTGOMERY               ","MD","20878-3204","100 Edison Park DR, 2ND FL","","","Gaithersburg","MD","20878-3204","https://www.montgomerycountymd.gov/mcfrs/","37","Mostly Career","Local (includes career, combination, and volunteer)","1163","905","0","129","500","FS 741 (Rescue 1 BCC)","","5020 Battery Lane","","Bethesda","MD","20814"
"15555","Montgomery County Fire & Rescue Service","100 Edison Park DR, 2 FL","","Gaithersburg","MONTGOMERY               ","MD","20878-3204","100 Edison Park DR, 2ND FL","","","Gaithersburg","MD","20878-3204","https://www.montgomerycountymd.gov/mcfrs/","37","Mostly Career","Local (includes career, combination, and volunteer)","1163","905","0","129","500","FS 711 (Glen Echo)","","5920 Massachusetts Avenue","","Bethesda","MD","20816"
"15555","Montgomery County Fire & Rescue Service","100 Edison Park DR, 2 FL","","Gaithersburg","MONTGOMERY               ","MD","20878-3204","100 Edison Park DR, 2ND FL","","","Gaithersburg","MD","20878-3204","https://www.montgomerycountymd.gov/mcfrs/","37","Mostly Career","Local (includes career, combination, and volunteer)","1163","905","0","129","500","FS 702 (Takoma Park)","","7201 Carroll Avenue","","Takoma Park","MD","20912"
"15555","Montgomery County Fire & Rescue Service","100 Edison Park DR, 2 FL","","Gaithersburg","MONTGOMERY               ","MD","20878-3204","100 Edison Park DR, 2ND FL","","","Gaithersburg","MD","20878-3204","https://www.montgomerycountymd.gov/mcfrs/","37","Mostly Career","Local (includes career, combination, and volunteer)","1163","905","0","129","500","FS 712 (Hillandale)","","10617 New Hampshire Avenue","","Silver Spring","MD","20903"
"15555","Montgomery County Fire & Rescue Service","100 Edison Park DR, 2 FL","","Gaithersburg","MONTGOMERY               ","MD","20878-3204","100 Edison Park DR, 2ND FL","","","Gaithersburg","MD","20878-3204","https://www.montgomerycountymd.gov/mcfrs/","37","Mostly Career","Local (includes career, combination, and volunteer)","1163","905","0","129","500","FS 742 (Wheaton Rescue 2)","","2400 Arcola Avenue","","Wheaton","MD","20902"
"15555","Montgomery County Fire & Rescue Service","100 Edison Park DR, 2 FL","","Gaithersburg","MONTGOMERY               ","MD","20878-3204","100 Edison Park DR, 2ND FL","","","Gaithersburg","MD","20878-3204","https://www.montgomerycountymd.gov/mcfrs/","37","Mostly Career","Local (includes career, combination, and volunteer)","1163","905","0","129","500","FS 728 (Gaithersburg-Washington Grove)","","7272 Muncaster Mill Road","","Rockville","MD","20855"
"15555","Montgomery County Fire & Rescue Service","100 Edison Park DR, 2 FL","","Gaithersburg","MONTGOMERY               ","MD","20878-3204","100 Edison Park DR, 2ND FL","","","Gaithersburg","MD","20878-3204","https://www.montgomerycountymd.gov/mcfrs/","37","Mostly Career","Local (includes career, combination, and volunteer)","1163","905","0","129","500","FS 703 (Rockville)","","380 Hungerford Drive","","Rockville","MD","20850"
"15555","Montgomery County Fire & Rescue Service","100 Edison Park DR, 2 FL","","Gaithersburg","MONTGOMERY               ","MD","20878-3204","100 Edison Park DR, 2ND FL","","","Gaithersburg","MD","20878-3204","https://www.montgomerycountymd.gov/mcfrs/","37","Mostly Career","Local (includes career, combination, and volunteer)","1163","905","0","129","500","FS 722 (Germantown/Kingsview)","","18910 Germantown Road","","GERMANTOWN","MD","20874"
"15555","Montgomery County Fire & Rescue Service","100 Edison Park DR, 2 FL","","Gaithersburg","MONTGOMERY               ","MD","20878-3204","100 Edison Park DR, 2ND FL","","","Gaithersburg","MD","20878-3204","https://www.montgomerycountymd.gov/mcfrs/","37","Mostly Career","Local (includes career, combination, and volunteer)","1163","905","0","129","500","FS 729 (Germantown)","","20001 Crystal Rock Drive","","Germantown","MD","20874"
"15555","Montgomery County Fire & Rescue Service","100 Edison Park DR, 2 FL","","Gaithersburg","MONTGOMERY               ","MD","20878-3204","100 Edison Park DR, 2ND FL","","","Gaithersburg","MD","20878-3204","https://www.montgomerycountymd.gov/mcfrs/","37","Mostly Career","Local (includes career, combination, and volunteer)","1163","905","0","129","500","FS 725 (Kensington)","","14401 Connecticut Avenue","","Silver Spring","MD","20906"
"15555","Montgomery County Fire & Rescue Service","100 Edison Park DR, 2 FL","","Gaithersburg","MONTGOMERY               ","MD","20878-3204","100 Edison Park DR, 2ND FL","","","Gaithersburg","MD","20878-3204","https://www.montgomerycountymd.gov/mcfrs/","37","Mostly Career","Local (includes career, combination, and volunteer)","1163","905","0","129","500","FS 713 (Damascus)","","26334 Ridge Road","","Damascus","MD","20872"
"15555","Montgomery County Fire & Rescue Service","100 Edison Park DR, 2 FL","","Gaithersburg","MONTGOMERY               ","MD","20878-3204","100 Edison Park DR, 2ND FL","","","Gaithersburg","MD","20878-3204","https://www.montgomerycountymd.gov/mcfrs/","37","Mostly Career","Local (includes career, combination, and volunteer)","1163","905","0","129","500","FS 710 (Cabin John)","","8001 River Road","","Bethesda","MD","20817"
"15555","Montgomery County Fire & Rescue Service","100 Edison Park DR, 2 FL","","Gaithersburg","MONTGOMERY               ","MD","20878-3204","100 Edison Park DR, 2ND FL","","","Gaithersburg","MD","20878-3204","https://www.montgomerycountymd.gov/mcfrs/","37","Mostly Career","Local (includes career, combination, and volunteer)","1163","905","0","129","500","FS718 (Kensington)","","11435 Grandview Avenue","","Silver Spring","MD","20902"
"15555","Montgomery County Fire & Rescue Service","100 Edison Park DR, 2 FL","","Gaithersburg","MONTGOMERY               ","MD","20878-3204","100 Edison Park DR, 2ND FL","","","Gaithersburg","MD","20878-3204","https://www.montgomerycountymd.gov/mcfrs/","37","Mostly Career","Local (includes career, combination, and volunteer)","1163","905","0","129","500","FS 731 (Rockville)","","12100 Darnestown Road","","North Potomac","MD","20878"
"15555","Montgomery County Fire & Rescue Service","100 Edison Park DR, 2 FL","","Gaithersburg","MONTGOMERY               ","MD","20878-3204","100 Edison Park DR, 2ND FL","","","Gaithersburg","MD","20878-3204","https://www.montgomerycountymd.gov/mcfrs/","37","Mostly Career","Local (includes career, combination, and volunteer)","1163","905","0","129","500","FS 715 (Burtonsville)","","13900 Old Columbia Pike","","Burtonsville","MD","20866"
"15555","Montgomery County Fire & Rescue Service","100 Edison Park DR, 2 FL","","Gaithersburg","MONTGOMERY               ","MD","20878-3204","100 Edison Park DR, 2ND FL","","","Gaithersburg","MD","20878-3204","https://www.montgomerycountymd.gov/mcfrs/","37","Mostly Career","Local (includes career, combination, and volunteer)","1163","905","0","129","500","FS 740 (Sandy Spring)","","6911 Georgia Avenue","","Olney","MD","20832"
"15555","Montgomery County Fire & Rescue Service","100 Edison Park DR, 2 FL","","Gaithersburg","MONTGOMERY               ","MD","20878-3204","100 Edison Park DR, 2ND FL","","","Gaithersburg","MD","20878-3204","https://www.montgomerycountymd.gov/mcfrs/","37","Mostly Career","Local (includes career, combination, and volunteer)","1163","905","0","129","500","FS 717 (Laytonsville)","","21400 Laytonsville Road","","Laytonsville","MD","20879"
"15555","Montgomery County Fire & Rescue Service","100 Edison Park DR, 2 FL","","Gaithersburg","MONTGOMERY               ","MD","20878-3204","100 Edison Park DR, 2ND FL","","","Gaithersburg","MD","20878-3204","https://www.montgomerycountymd.gov/mcfrs/","37","Mostly Career","Local (includes career, combination, and volunteer)","1163","905","0","129","500","FS 732 (Travilah)","","9615 Darnestown Road","","ROCKVILLE","MD","20850"
"15555","Montgomery County Fire & Rescue Service","100 Edison Park DR, 2 FL","","Gaithersburg","MONTGOMERY               ","MD","20878-3204","100 Edison Park DR, 2ND FL","","","Gaithersburg","MD","20878-3204","https://www.montgomerycountymd.gov/mcfrs/","37","Mostly Career","Local (includes career, combination, and volunteer)","1163","905","0","129","500","FS 730 (Cabin John)","","9404 Falls Road","","Potomac","MD","20854"
"15555","Montgomery County Fire & Rescue Service","100 Edison Park DR, 2 FL","","Gaithersburg","MONTGOMERY               ","MD","20878-3204","100 Edison Park DR, 2ND FL","","","Gaithersburg","MD","20878-3204","https://www.montgomerycountymd.gov/mcfrs/","37","Mostly Career","Local (includes career, combination, and volunteer)","1163","905","0","129","500","FS 706 (Bethesda)","","6600 Wisconsin Avenue","","Chevy Chase","MD","20815"
"06322","Montgomery Volunteer Fire Department","16780 Morman RD","","Northport","TUSCALOOSA               ","AL","35475","16780 Morman RD","","","Northport","AL","35475","","2","Volunteer","Local (includes career, combination, and volunteer)","0","25","0","0","0","Station 2","","15012 Jackson Trace RD","","Coker","AL","35452"
"08525","Montrose Fire Protection District","441 S Uncompahgre AVE","","Montrose","MONTROSE                 ","CO","81401-5745","441 S Uncompahgre AVE","","","Montrose","CO","81401-5745","https://montrosefire.org/","3","Mostly Career","Local (includes career, combination, and volunteer)","36","5","7","1","1","Station 2","","65960 Racine RD","","Montrose","CO","81403-9494"
"08525","Montrose Fire Protection District","441 S Uncompahgre AVE","","Montrose","MONTROSE                 ","CO","81401-5745","441 S Uncompahgre AVE","","","Montrose","CO","81401-5745","https://montrosefire.org/","3","Mostly Career","Local (includes career, combination, and volunteer)","36","5","7","1","1","Station 3","","62840 Spring Creek RD","","Montrose","CO","81401"
"14212","Montville Fire Department - Fire District 1","108 Main RD","","Montville","MORRIS                   ","NJ","07045","108 Main RD","","","Montville","NJ","07045-9212","","3","Volunteer","Local (includes career, combination, and volunteer)","0","35","0","0","0","Excelsior Fire Company #1","","108 Main  RD","","Montville","NJ","07045-9212"
"14212","Montville Fire Department - Fire District 1","108 Main RD","","Montville","MORRIS                   ","NJ","07045","108 Main RD","","","Montville","NJ","07045-9212","","3","Volunteer","Local (includes career, combination, and volunteer)","0","35","0","0","0","Montville Fire Department Station 3","","86 River RD","","Montville","NJ","07045-9421"
"14212","Montville Fire Department - Fire District 1","108 Main RD","","Montville","MORRIS                   ","NJ","07045","108 Main RD","","","Montville","NJ","07045-9212","","3","Volunteer","Local (includes career, combination, and volunteer)","0","35","0","0","0","Excelsior Fire Company #2 - Taylortown","","8 Rockaway Valley RD","","Montville","NJ","07045"
"37005","Monument Valley Fire Department","Post Office Box 360495","","Monument Valley","SAN JUAN                 ","UT","84536-0495","Post Office Box 360495","","","Monument Valley","UT","84536-0495","","0","Volunteer","Local (includes career, combination, and volunteer)","0","15","0","0","0","Monument Valley","","Gouldings Road","","Monument Valley","UT","84536"
"03310","Moorestown Fire Department","261 W Main ST","","Moorestown","BURLINGTON               ","NJ","08057","261 W Main ST","","","Moorestown","NJ","08057","https://moorestownfire.org","2","Mostly Volunteer","Local (includes career, combination, and volunteer)","1","70","0","9","12","Moorestown Hose Company No. 1","","261 W Main ST","691","Moorestown","NJ","08057-0691"
"03310","Moorestown Fire Department","261 W Main ST","","Moorestown","BURLINGTON               ","NJ","08057","261 W Main ST","","","Moorestown","NJ","08057","https://moorestownfire.org","2","Mostly Volunteer","Local (includes career, combination, and volunteer)","1","70","0","9","12","Relief Engine Company","","222 Chester AVE","215","Moorestown","NJ","08057-0215"
"01624","Morehead City Fire-EMS","1406 Bridges Street","","Morehead City","CARTERET                 ","NC","28557","706 Arendell Street","","","Morehead City","NC","28557","https://www.moreheadcity.nc.gov","3","Mostly Career","Local (includes career, combination, and volunteer)","27","15","0","1","0","Morehead City Fire-EMS Station # 2","","3308 Arendell Street","","Morehead City","NC","28557"
"01624","Morehead City Fire-EMS","1406 Bridges Street","","Morehead City","CARTERET                 ","NC","28557","706 Arendell Street","","","Morehead City","NC","28557","https://www.moreheadcity.nc.gov","3","Mostly Career","Local (includes career, combination, and volunteer)","27","15","0","1","0","Morehead City Fire-EMS Station # 3","","5293 Hwy. 70 E.","","Morehead City","NC","28557"
"GD203","Morgan Mill Volunteer Fire Department","677 CO RD 173","","Morgan Mill","ERATH                    ","TX","76465","","","PO Box 13","Morgan Mill","TX","76465","","2","Volunteer","Local (includes career, combination, and volunteer)","0","25","0","0","10","Morgan Mill Volunteer Fire Department Office","","649 CO RD 173","PO Box 13","Morgan Mill","TX","76465"
"01270","Morganton Public Safety","304 College ST","","Morganton","BURKE                    ","NC","28655","304 College ST","","","Morganton","NC","28655","","3","Career","Local (includes career, combination, and volunteer)","90","0","0","0","0","Morganton Public Safety Station 1","","231 Avery AVE","","Morganton","NC","28655"
"01270","Morganton Public Safety","304 College ST","","Morganton","BURKE                    ","NC","28655","304 College ST","","","Morganton","NC","28655","","3","Career","Local (includes career, combination, and volunteer)","90","0","0","0","0","Morganton Public Safety Station 3","","840 Burkemont AVE","","Morganton","NC","28655-4513"
"01270","Morganton Public Safety","304 College ST","","Morganton","BURKE                    ","NC","28655","304 College ST","","","Morganton","NC","28655","","3","Career","Local (includes career, combination, and volunteer)","90","0","0","0","0","Morganton Public Safety Station 2","","801 Carbon City RD","","Morganton","NC","28655-4141"
"31207","Morgantown Fire Department","Fire Administration Headquarters","300 Spruce ST","Morgantown","MONONGALIA               ","WV","26505-5548","Fire Administration Headquarters","300 Spruce ST","","Morgantown","WV","26505-5548","https://morgantownfirefighters.org/","3","Career","Local (includes career, combination, and volunteer)","45","0","0","1","0","North Side Station","","1000 VanVoorhis RD","","Morgantown","WV","26505"
"31207","Morgantown Fire Department","Fire Administration Headquarters","300 Spruce ST","Morgantown","MONONGALIA               ","WV","26505-5548","Fire Administration Headquarters","300 Spruce ST","","Morgantown","WV","26505-5548","https://morgantownfirefighters.org/","3","Career","Local (includes career, combination, and volunteer)","45","0","0","1","0","Norwood Station","","1500 Hillcrest ST","","Morgantown","WV","26505"
"31207","Morgantown Fire Department","Fire Administration Headquarters","300 Spruce ST","Morgantown","MONONGALIA               ","WV","26505-5548","Fire Administration Headquarters","300 Spruce ST","","Morgantown","WV","26505-5548","https://morgantownfirefighters.org/","3","Career","Local (includes career, combination, and volunteer)","45","0","0","1","0","South Side Station","","228 S High ST","","Morgantown","WV","26505"
"36150","Morongo Valley Fire Department","11209 Ocotillo ST","","Morongo Valley","SAN BERNARDINO           ","CA","92256-0046","","","PO Box 46","Morongo Valley","CA","92256-0046","","2","Mostly Volunteer","Local (includes career, combination, and volunteer)","11","14","0","0","1","Fire Station 462","","9492 Sundown TRL","","Morongo Valley","CA","92256"
"25003","Morriston Fire Department","1583 Highway 289 S","","Salem","FULTON                   ","AR","72576","","","PO Box 67","Salem","AR","72576-9657","","2","Volunteer","Local (includes career, combination, and volunteer)","0","24","0","0","6","Station 2","","1583 Highway 298 S","","Salem","AR","72576"
"39051","Morriston Montbrook Volunteer Fire Department, Inc.","19750 SE 32rd PL","","Morriston","LEVY                     ","FL","32668-0002","","","PO Box 2","Morriston","FL","32668-0002","","2","Volunteer","Local (includes career, combination, and volunteer)","0","15","0","0","8","Morriston Montbrook Volunteer Fire Department Station 2","","2830 SE HWY 121","","Morriston","FL","32668-0002"
"03105","Morrow Fire Department","1500 Morrow RD","","Morrow","CLAYTON                  ","GA","30260-1654","1500 Morrow RD","","","Morrow","GA","30260-1654","https://www.cityofmorrow.com/","2","Career","Local (includes career, combination, and volunteer)","34","0","0","0","0","Station 2","","1705 Mt. Zion RD","","Morrow","GA","30260"
"TA243","Morton Fire Department","300 W Courtland ST","","Morton","TAZEWELL                 ","IL","61550","300 W Courtland ST","","","Morton","IL","61550-1409","https://www.mortonfire.com/","2","Mostly Volunteer","Local (includes career, combination, and volunteer)","1","0","35","17","0","Station 2","","205 W Adams ST","","Morton","IL","61550-1803"
"00240","Mosier Fire Department","208 Washington ST","","Mosier","WASCO                    ","OR","97040","","","PO Box 442","Mosier","OR","97040-0442","None","3","Volunteer","Local (includes career, combination, and volunteer)","0","20","0","0","0","Mosier Rural Fire Protection District","442","208 Washington ST","","Mosier","OR","97040"
"CW210","Moss Lake Volunteer Fire Department, Inc.","160 FM 1201 Spur","","Gainesville","COOKE                    ","TX","76240","7480 FM 1201","","","Gainesville","TX","76240-0524","","2","Volunteer","Local (includes career, combination, and volunteer)","0","23","0","0","1","Moss Lake Volunteer Fire Department Station 2","","7480 FM 1201","","Gainesville","TX","76240-0524"
"11305","Moultonborough Fire/Rescue Department","1035 Whittier HWY","","Moultonborough","CARROLL                  ","NH","03254","","","PO Box 446","Moultonborough","NH","03254-0446","https://www.moultonboroughfirerescue.com/","2","Mostly Volunteer","Local (includes career, combination, and volunteer)","3","0","39","1","0","Moultonboro Neck Station #2","","948 Moultonboro Neck RD","","Moultonborough","NH","03254"
"49003","Mount Carmel Volunteer Fire Department","137 W 4TH ST","","Mount Carmel","NORTHUMBERLAND           ","PA","17851-2083","137 W 4TH ST","","","Mount Carmel","PA","17851-2083","","5","Volunteer","Local (includes career, combination, and volunteer)","0","75","0","0","75","Wet End Fire Company","","33 N Vine ST","","Mount Carmel","PA","17851-1339"
"49003","Mount Carmel Volunteer Fire Department","137 W 4TH ST","","Mount Carmel","NORTHUMBERLAND           ","PA","17851-2083","137 W 4TH ST","","","Mount Carmel","PA","17851-2083","","5","Volunteer","Local (includes career, combination, and volunteer)","0","75","0","0","75","American Hose & Chemical Company","","6th & Vine Sts None","","Mount Carmel","PA","17851-2041"
"49003","Mount Carmel Volunteer Fire Department","137 W 4TH ST","","Mount Carmel","NORTHUMBERLAND           ","PA","17851-2083","137 W 4TH ST","","","Mount Carmel","PA","17851-2083","","5","Volunteer","Local (includes career, combination, and volunteer)","0","75","0","0","75","Clover Hose Company","","301 S Oak ST","","Mount Carmel","PA","17851-2199"
"49003","Mount Carmel Volunteer Fire Department","137 W 4TH ST","","Mount Carmel","NORTHUMBERLAND           ","PA","17851-2083","137 W 4TH ST","","","Mount Carmel","PA","17851-2083","","5","Volunteer","Local (includes career, combination, and volunteer)","0","75","0","0","75","Mount Carmel Area Rescue Squad","","100 N Walnut ST","","Mount Carmel","PA","17851"
"49003","Mount Carmel Volunteer Fire Department","137 W 4TH ST","","Mount Carmel","NORTHUMBERLAND           ","PA","17851-2083","137 W 4TH ST","","","Mount Carmel","PA","17851-2083","","5","Volunteer","Local (includes career, combination, and volunteer)","0","75","0","0","75","Anthracite Steam Fire Company # 1","","1 N Market ST","","Mount Carmel","PA","17851"
